Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Emmanuel Ramirez",,0,0,0,4.1306,1,0,0,0,,1.41016,6,1,1,1,0,1,0,0,1,8.7342,3.49635,2.49809,1.1985,0.226582,0.0907023,0.13588012009859085,0.238609,1.30676,0.286032,0.71897,,,4.22921,0.00459226,-0.0281213,999,,,,,,,6.8351968288421645,4.84710134011379,6.050808668136597,4.290861483364941,,,,,,,,,,,,,,,,,,,"Emmanuel Ramirez","17304",642629
"Bryan Mata",,0,0,0,4.21096,1,0,0,0,,1.82827,9,2,1,1,0,1,0,0,2,9.58274,4.6959,2.04066,1.01542,0.223102,0.109328,0.1137736588716507,0.247302,1.55954,0.306395,0.748088,,,4.20065,0.0045531,-0.00181234,999,,,,,,,9.329211807250978,5.10274865655199,10.141359329223633,5.546964605582859,,,,,,,,,,,,,,,,,,,"Bryan Mata","sa917784",667356
"Jorge Alcala","TOR",1,1,0,4.0906,16,0,0,1,,16,68,14,8,7,2,7,,1,16,8.97787,4.00814,2.23991,1.16499,0.233191,0.104108,0.1290837749838829,0.231202,1.32033,0.280541,0.723288,,,4.30275,0.00454048,-0.0113864,999,,,,,,,69.4,4.3375,66,4.125,,,,,,,,,,,,,,,,,,,"Jorge Alcala","19459",660896
"Mike Baumann","NYM",0,0,0,4.06823,1,0,0,0,,1.47502,7,1,1,1,0,1,0,0,1,8.97862,4.07471,2.2035,1.04426,0.224072,0.101689,0.12238294631242752,0.240195,1.4015,0.293598,0.732644,,,4.15518,0.00431632,-0.0206652,999,,,,,,,7.315140438079835,4.959353436529265,6.375094890594482,4.322042621258129,,,,,,,,,,,,,,,,,,,"Mike Baumann","20206",657508
"José Castillo",,0,0,0,3.80334,1,0,0,0,,1.03474,5,1,0,0,0,0,0,0,1,9.63117,4.03143,2.38902,1.03487,0.232836,0.0974608,0.13537530601024628,0.2339,1.40637,0.289596,0.758643,,,3.98507,0.0042351,0.0577755,999,,,,,,,7.057079315185549,6.82014444186381,7.173702239990234,6.932851860453971,,,,,,,,,,,,,,,,,,,"Jose Castillo","17169",620454
"Jesus Tinoco","MIA",0,0,0,4.05729,1,0,0,0,,1.16294,5,1,1,1,0,0,0,0,1,7.99167,3.3572,2.38046,1.0321,0.214352,0.0900464,0.12430540472269058,0.24207,1.27473,0.2891,0.702175,,,4.10267,0.00409608,-0.0366685,999,,,,,,,8.005750012397767,6.884065886924026,7.814695954322815,6.719780376919916,,,,,,,,,,,,,,,,,,,"Jesus Tinoco","16300",622786
"Fraser Ellard",,0,0,0,3.97454,1,0,0,0,,1.02038,5,1,0,0,0,1,0,0,1,9.97324,4.94263,2.0178,1.02266,0.244585,0.121214,0.1233714148402214,0.228327,1.44608,0.289417,0.748827,,,4.20364,0.00391111,0.0564346,999,,,,,,,3.9508465528488173,3.871918769167791,4.10192334651947,4.019977435879942,,,,,,,,,,,,,,,,,,,"Fraser Ellard","29530",686642
"Ruddy Gomez","MIN",0,0,0,4.37732,1,0,0,0,,1.50667,6,1,1,1,0,1,0,0,1,7.10838,3.214,2.2117,0.972754,0.207557,0.0938454,0.11371207237243652,0.251762,1.21482,0.298784,0.642781,,,4.15605,0.00386956,-0.0218484,999,,,,,,,7.5493332862854015,5.010619458943847,6.5333333015441895,4.336283183039957,,,,,,,,,,,,,,,,,,,"Ruddy Gomez","sa3067415",803276
"Braxton Roxby","SFG",0,0,0,3.84788,1,0,0,0,,1.3453,6,1,1,1,0,1,0,0,1,9.30781,3.97622,2.34087,1.0114,0.23803,0.101685,0.13634559512138367,0.232006,1.33611,0.288737,0.737321,,,3.99816,0.00380455,-0.0310402,999,,,,,,,6.3552223443984985,4.724017578071521,5.7265015840530396,4.256671549464311,,,,,,,,,,,,,,,,,,,"Braxton Roxby","sa3014811",694820
"Walter Pennington","BAL",0,0,0,4.15271,1,0,0,0,,1.374,6,1,1,1,0,1,0,0,1,8.53062,3.73532,2.28377,1.03494,0.220231,0.0964332,0.12379828840494156,0.245215,1.35707,0.297622,0.713252,,,4.12096,0.00376566,-0.0307984,999,,,,,,,6.567635822296143,4.779921894765117,5.87002420425415,4.272200526323644,,,,,,,,,,,,,,,,,,,"Walter Pennington","27624",679156
"Sammy Peralta","MIL",2,1,0,4.2031,30,0,0,1,,30,128,29,15,14,4,10,,1,26,7.75093,2.8645,2.70585,1.2515,0.201561,0.0744906,0.1270700991153717,0.246026,1.28041,0.282802,0.709507,,,4.30647,0.00366981,-0.00342233,999,,,,,,,120.4,4.013333333333334,121,4.033333333333333,,,,,,,,,,,,,,,,,,,"Sammy Peralta","25589",671111
"Troy Taylor","SEA",2,2,0,3.69905,40,0,0,1,,40,174,35,18,16,4,18,,2,41,9.15871,4.08335,2.24294,0.988333,0.233939,0.1043,0.12963881343603134,0.224828,1.31873,0.277646,0.746636,,,4.03498,0.00360878,-0.000838523,999,,,,,,,181.8,4.545,174,4.35,,,,,,,,,,,,,,,,,,,"Troy Taylor","31883",700187
"Thomas Szapucki",,0,0,0,4.16969,1,0,0,0,,1.08778,4,1,1,1,0,0,0,0,1,7.66181,3.1513,2.43131,1.05717,0.218422,0.0898372,0.12858528643846512,0.242236,1.19931,0.288441,0.669933,,,4.13556,0.00359829,-0.0435107,999,,,,,,,7.449544644355775,6.8484160041135675,7.438881516456604,6.838613319621446,,,,,,,,,,,,,,,,,,,"Thomas Szapucki","21065",663378
"Jose Espada","BAL",1,1,0,4.08913,16,0,0,1,,16,70,14,8,7,2,8,,1,18,10.2755,4.29538,2.39222,1.27759,0.260965,0.109089,0.15187551826238632,0.224556,1.34135,0.28161,0.739623,,,4.27821,0.00358716,-0.0100347,999,,,,,,,70.4,4.4,67,4.1875,,,,,,,,,,,,,,,,,,,"Jose Espada","21131",664744
"Eric Loomis","TEX",0,0,0,4.0037,1,0,0,0,,1.32413,6,1,1,1,0,1,0,0,1,9.88225,4.42472,2.23342,1.13992,0.253663,0.113576,0.14008686691522598,0.225139,1.34427,0.283312,0.735587,,,4.21019,0.00358243,-0.033282,999,,,,,,,6.19858536720276,4.681240199307973,5.620665788650513,4.244788944252214,,,,,,,,,,,,,,,,,,,"Eric Loomis","sa3025615",823793
"Hans Crouse","BAL",0,0,0,4.03363,1,0,0,0,,1.0831,5,1,1,0,0,1,0,0,1,10.2853,4.17302,2.46471,1.27214,0.262392,0.106459,0.1559322103857994,0.223868,1.32388,0.280988,0.74101,,,4.22557,0.00355927,-0.0428649,999,,,,,,,4.414971470832825,4.076220233977717,4.415521264076233,4.076727842771588,,,,,,,,,,,,,,,,,,,"Hans Crouse","22192",668968
"Burch Smith","DET",0,0,0,4.10812,1,0,0,0,,1.08159,5,1,1,0,0,0,0,0,1,8.62115,3.61405,2.38546,1.07438,0.210979,0.0884439,0.12253521382808685,0.247977,1.41583,0.297022,0.734585,,,4.12158,0.00346722,-0.0402775,999,,,,,,,7.403800821304323,6.845263556761469,7.407973527908325,6.8491214774617735,,,,,,,,,,,,,,,,,,,"Burch Smith","12784",572143
"Craig Kimbrel",,0,0,0,3.8595,1,0,0,0,,0.918939,4,1,0,0,0,0,0,0,1,10.4767,4.35897,2.40348,1.17039,0.275033,0.114431,0.16060158610343933,0.215935,1.28314,0.278053,0.739965,,,4.09722,0.00344073,0.0506269,999,,,,,,,6.2001472353935245,6.747072960877875,6.594694077968597,7.176423463740417,,,,,,,,,,,,,,,,,,,"Craig Kimbrel","6655",518886
"Hagen Danner","CIN",0,0,0,3.72379,1,0,0,0,,1.05273,5,1,0,0,0,0,0,0,1,8.86821,3.17459,2.7935,1.10619,0.225301,0.080652,0.1446491926908493,0.232589,1.2773,0.279631,0.746808,,,3.95741,0.00337902,0.058296,999,,,,,,,7.190224671363831,6.830054948694736,7.263665318489075,6.899816837684217,,,,,,,,,,,,,,,,,,,"Hagen Danner","22116",668470
"Adam Ottavino",,0,0,0,3.76503,1,0,0,0,,0.896896,4,1,0,0,0,0,0,0,1,9.89104,4.27564,2.31335,1.16683,0.246945,0.106748,0.1401972845196724,0.218873,1.33416,0.270524,0.761066,,,4.19862,0.00333378,0.0493709,999,,,,,,,6.037030875682833,6.731026164686451,6.484480321407318,7.229912784378504,,,,,,,,,,,,,,,,,,,"Adam Ottavino","1247",493603
"Jedixson Paez","CHW",3,2,0,4.72096,50,0,0,4,,50,217,54,29,26,7,14,,2,36,6.46177,2.60915,2.47659,1.29239,0.165432,0.0667984,0.0986335352063179,0.268236,1.36467,0.296058,0.680408,,,4.56565,0.00326818,-0.182866,999,,,,,,,183.49999999999997,3.6699999999999995,199,3.98,,,,,,,,,,,,,,,,,,,"Jedixson Paez","sa3016264",699151
"Jay Jackson",,0,0,0,4.11208,1,0,0,0,,1.18587,5,1,1,1,0,0,0,0,1,8.53493,3.02812,2.81855,1.27626,0.22602,0.0801902,0.1458302065730095,0.238234,1.24545,0.281493,0.712966,,,4.22255,0.00321115,-0.0381252,999,,,,,,,8.175438380241395,6.894042370578659,7.929350256919861,6.686525431404474,,,,,,,,,,,,,,,,,,,"Jay Jackson","7432",543351
"Garrett Hawkins","SDP",1,1,0,4.01233,28,0,0,1,,28,121,24,14,12,4,12,,1,30,9.49831,3.99977,2.37471,1.24572,0.244217,0.102841,0.14137665182352066,0.225408,1.30745,0.275001,0.736773,,,4.30184,0.00308091,-0.0150829,999,,,,,,,120.60000000000005,4.307142857142859,113,4.035714285714286,,,,,,,,,,,,,,,,,,,"Garrett Hawkins","sa3017383",678184
"Shane Drohan","BOS",1,1,0,4.43812,16,0,0,1,,16,68,15,9,8,2,7,,1,16,8.75811,3.86215,2.26768,1.19759,0.227752,0.100434,0.1273181065917015,0.24584,1.36239,0.297467,0.700444,,,4.3483,0.00297498,-0.0252823,999,,,,,,,66.80000000000001,4.175000000000001,66,4.125,,,,,,,,,,,,,,,,,,,"Shane Drohan","sa3014447",675660
"Brady Feigl",,0,0,0,4.25545,1,0,0,0,,1.37442,6,1,1,1,0,0,0,0,1,8.17144,3.11861,2.62022,1.22302,0.208991,0.0797611,0.12923013418912888,0.248674,1.32943,0.291193,0.713671,,,4.26106,0.00293799,-0.0286038,999,,,,,,,9.570702171325685,6.963451969666587,8.872096061706543,6.455160101111379,,,,,,,,,,,,,,,,,,,"Brady Feigl","15968",621399
"Joe Record",,0,0,0,4.11069,1,0,0,0,,1.23021,6,1,1,1,0,1,0,0,1,8.62763,4.16759,2.07017,1.05658,0.211997,0.102405,0.10959136486053467,0.240767,1.42815,0.289081,0.735316,,,4.28459,0.00292603,-0.035779,999,,,,,,,5.503539490699769,4.473665684955222,5.151040196418762,4.187129356932006,,,,,,,,,,,,,,,,,,,"Joe Record","sa3008619",682489
"José Quijada",,0,0,0,3.97414,1,0,0,0,,0.929395,4,1,0,0,0,0,0,0,1,10.126,4.32549,2.341,1.22035,0.25937,0.110794,0.1485753208398819,0.221357,1.32346,0.277687,0.742016,,,4.23826,0.00292336,0.0512235,999,,,,,,,6.2775266766548175,6.754419079889404,6.646977484226227,7.15193640036866,,,,,,,,,,,,,,,,,,,"Jose Quijada","19200",650671
"Kyle Amendt","ARI",0,0,0,3.81997,1,0,0,0,,1.05493,5,1,0,0,0,1,0,0,1,10.3675,4.47365,2.31746,1.0643,0.261521,0.112848,0.14867301285266876,0.223444,1.35891,0.287446,0.750262,,,4.01175,0.00290892,0.0589492,999,,,,,,,4.206516194343568,3.987466247837574,4.274673104286194,4.052073957732659,,,,,,,,,,,,,,,,,,,"Kyle Amendt","sa3022904",694900
"Shawn Dubin","ARI",0,0,0,4.19539,1,0,0,0,,1.60558,7,2,1,1,0,1,0,0,2,8.96698,3.8596,2.32329,1.15101,0.222863,0.0959256,0.12693779915571213,0.243444,1.40088,0.294269,0.729835,,,4.23833,0.00287495,-0.0189652,999,,,,,,,7.6812759160995485,4.7841193303249945,9.027889132499695,5.622828730875002,,,,,,,,,,,,,,,,,,,"Shawn Dubin","24977",681869
"Cam Booser",,0,0,0,4.08864,1,0,0,0,,0.949596,4,1,0,0,0,0,0,0,1,10.086,4.28112,2.35593,1.29153,0.242078,0.102753,0.13932503759860992,0.230823,1.42252,0.283081,0.758285,,,4.34148,0.00284184,0.0523772,999,,,,,,,6.4270072221755985,6.768152065364556,6.74797785282135,7.106159782118146,,,,,,,,,,,,,,,,,,,"Cam Booser","16061",592155
"Adisyn Coffey","CHW",0,0,0,4.19391,1,0,0,0,,1.17404,5,1,1,1,0,1,0,0,1,8.88969,4.09068,2.17316,1.17455,0.224508,0.10331,0.12119828909635544,0.236827,1.37716,0.285187,0.726859,,,4.36742,0.00282949,-0.0391975,999,,,,,,,5.087908053398133,4.333669205951115,4.870208144187927,4.148241446097532,,,,,,,,,,,,,,,,,,,"Adisyn Coffey","sa3014738",676249
"Kervin Castro","NYY",1,1,0,4.04237,24,0,0,1,,24,104,21,12,11,3,11,,1,24,8.84166,4.01678,2.20118,1.15371,0.225688,0.10253,0.12315764278173447,0.23126,1.33852,0.278084,0.731587,,,4.32145,0.00275579,-0.0191953,999,,,,,,,102.10000000000002,4.254166666666667,97,4.041666666666667,,,,,,,,,,,,,,,,,,,"Kervin Castro","21656",665645
"Michael Byrne",,0,0,0,4.38476,1,0,0,0,,1.4553,6,1,1,1,0,1,0,0,1,8.30905,3.67152,2.26311,1.24828,0.2102,0.0928809,0.11731875687837601,0.245975,1.37625,0.288592,0.714106,,,4.45845,0.00268849,-0.0183993,999,,,,,,,7.169194221496582,4.9262773191680935,6.276482582092285,4.312854810880026,,,,,,,,,,,,,,,,,,,"Michael Byrne","sa3008227",680758
"Geoff Hartlieb","ATH",0,0,0,4.23488,1,0,0,0,,1.36087,6,1,1,1,0,1,0,0,1,8.62928,3.63879,2.37147,1.18258,0.214728,0.0905464,0.124181367456913,0.245894,1.39105,0.292659,0.726634,,,4.28283,0.00261587,-0.0297848,999,,,,,,,6.470407152175904,4.7546253296974275,5.80432915687561,4.26517370269373,,,,,,,,,,,,,,,,,,,"Geoff Hartlieb","19558",664129
"Colten Brewer",,0,0,0,4.05481,1,0,0,0,,1.30864,5,1,1,1,0,1,0,0,1,8.38912,3.81809,2.1972,1.14452,0.222491,0.101261,0.12122980505228043,0.230322,1.28073,0.274245,0.715201,,,4.33652,0.00260784,-0.0337871,999,,,,,,,6.083926320075989,4.649049701589329,5.543193459510803,4.235847139330369,,,,,,,,,,,,,,,,,,,"Colten Brewer","12997",605155
"Elvis Peguero",,0,0,0,4.23355,1,0,0,0,,0.998636,5,1,1,0,0,0,0,0,1,7.96598,4.38723,1.81572,0.911437,0.195834,0.107855,0.08797938376665115,0.249264,1.47979,0.297551,0.72198,,,4.29755,0.00255829,-0.0479276,999,,,,,,,6.789909982681275,6.7991807734592955,6.993182420730591,7.002730755135684,,,,,,,,,,,,,,,,,,,"Elvis Peguero","21652",665625
"Nic Enright","TOR",0,0,0,4.23596,1,0,0,0,,1.19895,5,1,1,1,0,0,0,0,1,8.17041,3.33274,2.45156,1.23184,0.222112,0.0906002,0.13151150196790695,0.237755,1.24356,0.280182,0.693475,,,4.34174,0.00253313,-0.0387846,999,,,,,,,8.272261261940002,6.8995638801748775,7.994771122932434,6.6681203994170755,,,,,,,,,,,,,,,,,,,"Nic Enright","25553",663671
"José Ruiz",,0,0,0,4.11873,1,0,0,0,,1.08236,5,1,1,0,0,0,0,0,1,8.45585,3.45039,2.45069,1.19163,0.21585,0.0880771,0.12777280807495117,0.240198,1.32564,0.28407,0.724213,,,4.26695,0.00247007,-0.0453866,999,,,,,,,7.4094606876373295,6.845655559948852,7.411797761917114,6.847814800170494,,,,,,,,,,,,,,,,,,,"Jose Ruiz","14552",614179
"José Marte","NYM",0,0,0,3.95088,1,0,0,0,,1.10844,5,1,1,0,0,1,0,0,1,9.15204,4.568,2.00351,1.03803,0.230577,0.115086,0.11549041420221329,0.227534,1.38393,0.279856,0.739871,,,4.27653,0.00246071,-0.0416014,999,,,,,,,4.602469539642335,4.152197631304874,4.542209148406982,4.097832675362465,,,,,,,,,,,,,,,,,,,"Jose Marte","21761",665896
"Oliver Ortega",,0,0,0,4.02827,1,0,0,0,,1.27149,5,1,1,1,0,0,0,0,1,8.1773,3.4392,2.37767,1.11898,0.220529,0.0927498,0.1277788281440735,0.234379,1.24776,0.278646,0.706811,,,4.21462,0.00245807,-0.0357308,999,,,,,,,8.809016132354737,6.928112191801628,8.35744333267212,6.57295936066124,,,,,,,,,,,,,,,,,,,"Oliver Ortega","21025",661383
"Hayden Cuthbertson","MIA",0,0,0,4.49478,1,0,0,0,,1.25,4,1,1,1,0,0,0,0,1,6.73556,3.08598,2.18263,0.993098,0.207888,0.0952464,0.1126410961151123,0.251114,1.15092,0.295749,0.60761,,,4.21942,0.00244943,-0.0322403,999,,,,,,,8.65,6.92,8.25,6.6,,,,,,,,,,,,,,,,,,,"Hayden Cuthbertson","sa3062581",836078
"Génesis Cabrera","PHI",1,1,0,4.30682,24,0,0,1,,24,104,22,13,11,3,11,,1,23,8.52378,3.94163,2.1625,1.2066,0.218079,0.100846,0.11723323911428452,0.240034,1.36369,0.285232,0.715161,,,4.44239,0.0023664,-0.0209409,999,,,,,,,97.50000000000001,4.062500000000001,95,3.9583333333333335,,,,,,,,,,,,,,,,,,,"Genesis Cabrera","17490",650893
"Seth Clausen","COL",0,0,0,5.15836,1,0,0,0,,1.4,5,1,1,1,0,1,0,0,1,6.51633,3.30177,1.97359,1.083,0.194933,0.0987708,0.09616215527057648,0.27189,1.26585,0.31626,0.583063,,,4.47496,0.00228303,-0.0139804,999,,,,,,,6.7599998235702525,4.828571384780261,5.9999998807907104,4.285714273550072,,,,,,,,,,,,,,,,,,,"Seth Clausen","sa3029003",703523
"Parker Mushinski","COL",0,0,0,3.99106,1,0,0,0,,1.04984,5,1,1,0,0,0,0,0,1,9.05375,4.23215,2.13928,1.02184,0.223542,0.104494,0.11904814094305038,0.236935,1.4131,0.289985,0.740546,,,4.16144,0.00226143,-0.0467822,999,,,,,,,7.168836975097657,6.82848588350714,7.249214172363281,6.9050470549762,,,,,,,,,,,,,,,,,,,"Parker Mushinski","21324",656786
"Jeff Criswell","COL",1,1,0,4.82265,22,0,0,1,,22,96,22,13,12,3,9,,1,20,8.37331,3.60605,2.32202,1.37477,0.213527,0.0919577,0.12156948447227478,0.257578,1.40764,0.302243,0.688879,,,4.60351,0.00221588,-0.011493,999,,,,,,,82.7,3.7590909090909093,85,3.8636363636363638,,,,,,,,,,,,,,,,,,,"Jeff Criswell","27608",676105
"Ben Shields","COL",0,0,0,5.05649,10,0,0,1,,10,42,10,6,6,1,4,,0,8,7.60464,3.51698,2.16227,1.22814,0.201963,0.0934032,0.10855946689844131,0.27093,1.4061,0.317724,0.652197,,,4.52782,0.00219199,-0.00765838,999,,,,,,,43.7,4.37,45,4.5,,,,,,,,,,,,,,,,,,,"Ben Shields","sa3023483",815456
"Michael Fulmer",,0,0,0,3.97059,1,0,0,0,,1.36535,6,1,1,1,0,1,0,0,1,9.23943,3.75277,2.46203,1.19781,0.242742,0.0985941,0.1441475674510002,0.22727,1.27278,0.277339,0.727982,,,4.20297,0.00218271,-0.0294042,999,,,,,,,6.503592705726625,4.763314142215899,5.8267518281936646,4.267587261726638,,,,,,,,,,,,,,,,,,,"Michael Fulmer","13218",605242
"Declan Cronin","TEX",0,0,0,4.35634,1,0,0,0,,1.15229,5,1,1,1,0,0,0,0,1,7.73416,3.77084,2.05104,0.969994,0.195058,0.0951017,0.09995592385530472,0.257523,1.43325,0.30507,0.705399,,,4.21875,0.00215229,-0.0372083,999,,,,,,,7.9269379615783695,6.879297255356349,7.761444568634033,6.735675815478839,,,,,,,,,,,,,,,,,,,"Declan Cronin","25645",686539
"Cody Stashak",,0,0,0,4.0223,1,0,0,0,,1.32441,6,1,1,1,0,0,0,0,1,8.7416,2.95447,2.95877,1.28869,0.219135,0.0740626,0.14507195353507996,0.240476,1.30432,0.282869,0.739393,,,4.17473,0.00204582,-0.0321066,999,,,,,,,9.200664591789247,6.946969497995093,8.622070670127869,6.51010167334969,,,,,,,,,,,,,,,,,,,"Cody Stashak","18088",664054
"Michael Rucker","SEA",0,0,0,4.23997,1,0,0,0,,1.25127,6,1,1,1,0,0,0,0,1,8.02827,3.47137,2.31271,1.12364,0.201668,0.0872001,0.1144682914018631,0.249426,1.38102,0.292737,0.718327,,,4.27262,0.00199604,-0.0334774,999,,,,,,,8.65943193435669,6.9204889423588085,8.256372928619385,6.598370192137305,,,,,,,,,,,,,,,,,,,"Michael Rucker","19454",621074
"José Cisnero",,0,0,0,4.04286,1,0,0,0,,0.956922,4,1,0,0,0,0,0,0,1,9.94719,4.38058,2.27075,1.2324,0.237169,0.104445,0.13272366672754288,0.231114,1.43918,0.283269,0.760376,,,4.32188,0.00198211,0.0527961,999,,,,,,,6.481224966049195,6.772989839852922,6.784611463546753,7.09003386715693,,,,,,,,,,,,,,,,,,,"Jose Cisnero","6399",542585
"Alex Young",,0,0,0,4.45182,1,0,0,0,,0.94896,4,1,1,0,0,0,0,0,1,7.63189,3.35547,2.27446,1.21002,0.198327,0.0871974,0.1111297681927681,0.251487,1.3429,0.290662,0.69512,,,4.44212,0.00195252,-0.0442701,999,,,,,,,6.42230272293091,6.76772876716046,6.7447991371154785,7.107570776131808,,,,,,,,,,,,,,,,,,,"Alex Young","18333",622065
"Daison Acosta","SDP",1,1,0,3.86451,18,0,0,1,,18,79,15,8,8,2,9,,1,19,9.63567,4.57272,2.10721,1.107,0.243941,0.115765,0.1281760036945343,0.220164,1.35129,0.273191,0.748292,,,4.2698,0.00192479,0.0220846,999,,,,,,,81.60000000000002,4.533333333333335,76,4.222222222222222,,,,,,,,,,,,,,,,,,,"Daison Acosta","sa944989",670897
"Dugan Darnell","DET",0,0,0,4.37897,1,0,0,0,,1.33061,6,1,1,1,0,1,0,0,1,8.20172,3.55358,2.30802,1.1684,0.212604,0.0921156,0.1204887181520462,0.249176,1.35297,0.295396,0.701448,,,4.32384,0.00188069,-0.0313187,999,,,,,,,6.246510744094849,4.6944730684444185,5.653047800064087,4.248464741234561,,,,,,,,,,,,,,,,,,,"Dugan Darnell","27812",699911
"Joely Rodríguez","BOS",0,0,0,4.47225,1,0,0,0,,0.972039,4,1,1,0,0,0,0,0,1,8.08217,3.72087,2.17212,1.06444,0.198514,0.0913916,0.10712205618619919,0.261476,1.4754,0.309901,0.712052,,,4.26338,0.00185324,-0.0456414,999,,,,,,,6.593089365959168,6.782740881684021,6.860195517539978,7.057530394386597,,,,,,,,,,,,,,,,,,,"Joely Rodriguez","11487",570257
"Matt Krook","ATH",0,0,0,4.08125,1,0,0,0,,1.12703,5,1,1,1,0,1,0,0,1,8.96986,4.7986,1.86927,0.902659,0.229969,0.123026,0.10694258660078049,0.235335,1.41554,0.294848,0.721693,,,4.19909,0.00179513,-0.042948,999,,,,,,,4.740018582344057,4.205762512760191,4.63514769077301,4.112711809100053,,,,,,,,,,,,,,,,,,,"Matt Krook","19315",640454
"Ken Giles",,0,0,0,3.92131,1,0,0,0,,0.909813,4,1,0,0,0,0,0,0,1,11.068,4.90353,2.25716,1.15314,0.259855,0.115125,0.14473023265600204,0.225829,1.47818,0.290162,0.771711,,,4.14008,0.0017933,0.0505553,999,,,,,,,6.132612574100495,6.740523466762352,6.549062550067902,7.198255110792164,,,,,,,,,,,,,,,,,,,"Ken Giles","12910",571704
"José Suarez","BAL",1,0,0,4.26792,10,0,0,1,,10,42,9,5,5,1,3,,0,9,8.17299,3.09499,2.64072,1.24145,0.216217,0.081878,0.13433874398469925,0.245262,1.27885,0.288145,0.70082,,,4.27582,0.00173132,-0.00625892,999,,,,,,,51.300000000000004,5.130000000000001,50,5,,,,,,,,,,,,,,,,,,,"Jose Suarez","19911",660761
"Kyle Crick",,0,0,0,3.98587,1,0,0,0,,1.03541,5,1,1,0,0,0,0,0,1,9.33085,4.27591,2.18219,1.09803,0.234107,0.107281,0.12682615965604782,0.230804,1.37601,0.283797,0.740368,,,4.22331,0.00168991,-0.0476125,999,,,,,,,7.062021112442016,6.820518433081569,7.177041292190552,6.931605223061437,,,,,,,,,,,,,,,,,,,"Kyle Crick","13182",605195
"Daniel Duarte","NYM",0,0,0,4.09471,1,0,0,0,,1.07909,5,1,1,0,0,0,0,0,1,8.52926,4.05991,2.10085,1.07731,0.216875,0.103232,0.11364282667636871,0.236889,1.36782,0.284403,0.725603,,,4.29577,0.00165566,-0.0434607,999,,,,,,,7.385297751426696,6.843978153575209,7.395471453666687,6.853406154749302,,,,,,,,,,,,,,,,,,,"Daniel Duarte","17480",650960
"Keynan Middleton",,0,0,0,4.14246,1,0,0,0,,0.963023,4,1,0,0,0,0,0,0,1,8.31761,3.82992,2.17174,0.995399,0.221972,0.102209,0.11976302415132523,0.241863,1.31839,0.294436,0.701019,,,4.14048,0.00164687,0.0536221,999,,,,,,,6.52637289762497,6.77696215679652,6.815116822719574,7.076792810678269,,,,,,,,,,,,,,,,,,,"Keynan Middleton","15264",641871
"Matt Foster",,0,0,0,4.30127,1,0,0,0,,1.08897,5,1,1,1,0,0,0,0,1,8.74076,3.44378,2.53813,1.38741,0.217238,0.08559,0.13164851069450378,0.241078,1.35674,0.281261,0.731646,,,4.48689,0.00163008,-0.043445,999,,,,,,,7.45840494632721,6.849022476585318,7.444868206977844,6.836591744715611,,,,,,,,,,,,,,,,,,,"Matt Foster","19647",641582
"Blake Holub","MIL",0,0,0,3.96799,1,0,0,0,,1.13004,5,1,1,0,0,1,0,0,1,9.27216,4.5265,2.04842,1.0563,0.236039,0.11523,0.12080922722816467,0.226964,1.36795,0.280688,0.736439,,,4.26086,0.00162502,-0.0403346,999,,,,,,,4.762329888343812,4.214284971329188,4.650222897529602,4.115079158702552,,,,,,,,,,,,,,,,,,,"Blake Holub","sa3018147",700183
"Cody Bolton","HOU",0,0,0,4.08025,1,0,0,0,,1.45222,7,1,1,1,0,1,0,0,1,8.50256,3.76531,2.25813,1.14059,0.207445,0.0918659,0.1155795305967331,0.240999,1.40321,0.284609,0.740784,,,4.29596,0.00162247,-0.026561,999,,,,,,,7.146443605422974,4.92104035733676,6.261110544204712,4.311400099260211,,,,,,,,,,,,,,,,,,,"Cody Bolton","23265",675989
"Jesse Bergin","MIA",0,0,0,4.37216,1,0,0,0,,1.31618,5,1,1,1,0,1,0,0,1,7.6195,3.48601,2.18573,1.0853,0.210362,0.0962433,0.11411891877651215,0.246949,1.27465,0.291985,0.672853,,,4.30382,0.0016158,-0.0288557,999,,,,,,,6.139708995819092,4.664805343626221,5.5808844566345215,4.24022370656284,,,,,,,,,,,,,,,,,,,"Jesse Bergin","sa3017133",685045
"Ricky Vanasco","DET",0,0,0,4.16628,1,0,0,0,,1.21682,5,1,1,1,0,1,0,0,1,9.05444,4.55724,1.98682,1.04776,0.228563,0.11504,0.1135236844420433,0.236112,1.41405,0.290711,0.726135,,,4.30837,0.00158574,-0.0370582,999,,,,,,,5.404449486732483,4.441462663625084,5.084087491035461,4.17818407322919,,,,,,,,,,,,,,,,,,,"Ricky Vanasco","23391",676568
