Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Max Muncy","LAD",110.999,458.06,381.875,85.1757,46.6226,15.7422,1.18042,21.6304,60.8379,62.9422,65.7049,2.40038,111.756,5.96577,4.01347,0.500396,5.46552,3.08874,0.731422,0.223046,0.143442,0.243977,0.587932,0.342789,0.440379,0.340259,0.783168,0.217333,3.61435,0.251662,-1.023,-0.446869,64.2403,10.117,118.448,-1.46987,-2.29041,8.51755154132843,-0.8889145851135254,2.36663,267.94000244140625,3.93674,0.715801,0.622564,3.93674,-0.715801,4.16991,571.8,5.151351351,571.8,5.151351351,,,,,,,,,,,,,,,,,,,"Max Muncy","13301",571970
"Eugenio Suárez",,137.781,580.298,517.145,118.513,64.8415,22.2802,0.753649,30.6375,72.1991,85.2628,47.2555,0.704271,170.6,10.1684,5.24978,0.479747,8.03832,2.72653,0.856779,0.229168,0.0814331,0.293986,0.276997,0.303434,0.452896,0.32508,0.756331,0.223729,3.15376,0.273621,-1.37604,-0.608068,74.2324,5.66572,108.021,-1.9841,-1.05831,3.517477512359619,-0.24052643775939941,2.34467,126.94000244140625,1.9437,0.55231,1.29577,1.9437,-0.55231,3.27231,684.2,4.957971014,684.2,4.957971014,,,,,,,,,,,,,,,,,,,"Eugenio Suarez","12552",553993
"Isaac Paredes","HOU",111.567,475.554,409.207,99.0001,61.0704,17.945,0.81028,19.1745,59.8754,59.5194,52.7209,0.339785,80.6601,9.88516,3.22128,0.519681,8.8355,0.891309,0.367297,0.241932,0.110862,0.169613,0.653619,0.340199,0.430318,0.337197,0.770517,0.188386,2.57114,0.255366,-0.236567,-0.786381,65.5116,9.32124,117.401,-1.02295,1.18292,8.730475306510925,-3.8233110904693604,2.17669,214.64999389648438,2.84829,-0.177269,0.394429,2.84829,0.177269,4.47409,572.8,5.114285714,572.8,5.114285714,,,,,,,,,,,,,,,,,,,"Isaac Paredes","20036",670623
"Alec Bohm","PHI",134.532,568.335,521.277,141.875,99.247,26.1772,2.24513,14.206,64.7093,71.2683,37.102,0.889383,89.6553,4.74792,4.71215,0.49568,14.9519,2.79725,0.879864,0.272169,0.065282,0.157751,0.41383,0.323552,0.412758,0.319814,0.736309,0.140589,3.36246,0.302443,-0.325698,-0.726474,70.272,3.11885,103.058,-1.05217,-0.918927,1.0074225664138794,0.5844639539718628,2.09746,274.1600036621094,2.39026,1.33704,0.86139,2.39026,-1.33704,3.85148,621.5,4.603703703,621.5,4.603703703,,,,,,,,,,,,,,,,,,,"Alec Bohm","21618",664761
"Caleb Durbin","MIL",137.076,551.278,492.173,123.171,84.6118,26.4136,1.70931,10.4361,62.0112,56.04,36.6654,0.602118,62.2709,15.673,3.97693,2.78907,11.2162,21.1883,5.71575,0.250259,0.0665099,0.112957,0.588804,0.319987,0.374485,0.306557,0.694472,0.124226,5.55618,0.266233,0.128989,0.996839,62.2291,-2.90858,96.341,1.12583,-0.566662,-1.2649072408676147,1.6945940256118774,1.92049,234.7100067138672,1.98506,-1.43181,0.911366,1.98506,1.43181,3.78485,559.7,4.085401459,559.7,4.085401459,,,,,,,,,,,,,,,,,,,"Caleb Durbin","29646",702332
"Miguel Vargas","CHW",137.516,579.227,508.441,118.732,70.106,28.2449,1.71172,18.6694,69.1546,66.7773,59.3999,0.308383,112.82,6.36484,4.32495,0.695797,7.70423,7.08959,2.17609,0.233522,0.10255,0.194777,0.526501,0.318906,0.405964,0.317231,0.724869,0.172442,4.17501,0.262441,-0.184398,-0.368165,70.4038,1.96369,102.629,-0.552563,-3.01192,1.2472915053367615,-2.469046473503113,1.88068,278.8999938964844,3.40704,-0.0549636,0.497355,3.40704,0.0549636,4.33686,632.3,4.581884057,632.3,4.581884057,,,,,,,,,,,,,,,,,,,"Miguel Vargas","20178",678246
"Nolan Arenado","ARI",132.727,554.505,507.869,128.438,86.231,24.4921,1.34791,16.3674,60.6646,68.3199,37.5728,3.02632,77.3319,4.00254,4.50874,0.552531,11.3198,2.7861,1.03814,0.252897,0.0677591,0.139461,0.485864,0.30691,0.403113,0.306783,0.710023,0.150216,3.05288,0.267678,-0.178206,-0.691674,62.6954,-2.82369,94.7572,-0.86988,1.08735,-4.315472185611725,2.7454577684402466,1.72688,431.19000244140625,0.982931,-0.205734,0.420642,0.982931,0.205734,4.43914,563.4,4.236090225,563.4,4.236090225,,,,,,,,,,,,,,,,,,,"Nolan Arenado","9777",571448
"Ryan McMahon","NYY",119.766,494.866,432.215,94.1427,58.4917,17.7805,0.879782,16.9907,54.774,53.9243,55.737,1.38677,155.614,2.92803,3.48084,0.505516,7.95338,3.23787,1.29582,0.217815,0.11263,0.314456,0.358175,0.309102,0.380956,0.303427,0.690058,0.163142,3.13452,0.293252,0.160957,-0.647361,54.6039,-3.86837,93.1468,-0.486405,2.01701,-4.494747817516327,3.8652437925338745,1.64916,418.1600036621094,2.31284,1.95647,0.540098,2.31284,-1.95647,4.27987,492,4.1,492,4.1,,,,,,,,,,,,,,,,,,,"Ryan McMahon","15112",641857
"Royce Lewis","MIN",120.182,490.319,448.099,109.268,67.1074,22.2143,0.725835,19.2205,57.016,62.5567,35.687,0.901625,105.06,2.12472,3.62905,0.779449,7.37596,9.8581,2.74909,0.243848,0.0727832,0.214269,0.339681,0.300445,0.425342,0.312961,0.725787,0.181494,4.11272,0.274999,-0.334923,0.15913,57.8975,-0.0374874,99.3729,-0.175793,-2.16449,-0.5381741523742676,-0.6761859655380249,1.60238,199.8699951171875,3.61473,-0.536517,0.334587,3.61473,0.536517,4.55388,535.1,4.459166666,535.1,4.459166666,,,,,,,,,,,,,,,,,,,"Royce Lewis","20437",668904
"Josh Jung","TEX",124.499,505.98,470.618,116.546,76.3282,22.0236,1.38529,16.8086,54.3946,59.9122,28.0288,0.213066,128.624,3.48784,3.06712,0.778561,8.08128,4.52608,1.34584,0.247644,0.055395,0.254208,0.217912,0.293075,0.407476,0.303211,0.700551,0.159832,3.80696,0.303843,-0.881102,-0.356477,55.7415,-4.04397,94.82,-1.23758,0.56648,-4.326689004898071,2.48776376247406,1.59363,320.67999267578125,1.68166,0.613995,0.312234,1.68166,-0.613995,4.58369,513.2,4.138709677,513.2,4.138709677,,,,,,,,,,,,,,,,,,,"Josh Jung","26299",673962
