Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Caden Dana","LAA",3.66535,5.9801,4.96741,5.11541,16.2792,15.7244,0,0.202771,0,86.7491,379.487,85.3653,53.5939,49.3064,15.5651,37.6845,0.429524,3.99765,74.3469,7.7133,3.90967,1.97288,1.61484,0.195914,0.0993036,0.09661049395799637,0.252706,1.41845,0.281574,0.685925,,,5.19508,0.122149,0.0382535,733.8099975585938,1.86414,1.40291,0.592955,1.86414,-1.40291,4.20939,248.00000000000006,2.8505747126436787,249,2.8620689655172415,,,,,,,,,,,,,,,,,,,"Caden Dana","31508",702674
"George Klassen","LAA",0.531777,1.11271,0.490991,4.23426,10.2862,1.63817,0,0.71442,0,16.386,71.125,15.4439,8.37953,7.70917,2.11574,7.24456,0.264481,0.753364,16.2032,8.89963,3.97907,2.23661,1.16207,0.227814,0.101857,0.12595701962709427,0.244647,1.38462,0.297449,0.725368,,,4.30027,0.120479,0.123732,999,1.82844,0.367922,1.24421,1.82844,-0.367922,3.34105,66.80000000000001,4.175000000000001,66,4.125,,,,,,,,,,,,,,,,,,,"George Klassen","sa3023440",691946
"Henry Baez","ATH",0.932384,0.888459,1.09754,4.85791,2.95237,2.95237,0,0,0,16.8352,73.9776,17.6031,9.87727,9.08709,2.18378,6.49725,0.12134,0.886882,11.7303,6.27098,3.4734,1.80543,1.16744,0.158566,0.0878273,0.07073883712291718,0.264336,1.43155,0.292701,0.675903,,,4.74372,0.106827,0.0611366,999,1.28237,0.877452,1.18481,1.28237,-0.877452,3.42026,57.40000000000002,3.3764705882352954,62,3.6470588235294117,,,,,,,,,,,,,,,,,,,"Henry Baez","sa3016584",692013
"Adam Mazur","MIA",1.3061,2.59653,1.02534,4.48606,21.2565,3.23963,0,0.928289,0,37.2203,160.17,38.4578,20.1658,18.5525,5.3988,11.9238,0.422334,1.47778,28.8066,6.96554,2.88321,2.4159,1.30545,0.17985,0.0744443,0.10540541261434555,0.262029,1.3536,0.293692,0.705594,,,4.55307,0.0995912,0.149198,999,3.96039,-1.37527,0.941946,3.96039,1.37527,3.74407,136.5,3.689189189189189,143,3.864864864864865,,,,,,,,,,,,,,,,,,,"Adam Mazur","31900",800049
"Noah Schultz","CHW",1.03456,1.22434,1.50081,4.54713,3.24784,3.24784,0,0,0,18.6044,83.5879,18.78,10.217,9.39962,2.33917,9.64228,0.0723262,1.02687,15.1923,7.34937,4.66452,1.57559,1.13159,0.181752,0.115355,0.06639706343412399,0.257547,1.52772,0.296834,0.723942,,,4.85689,0.0970274,0.183169,999,6.58247,-2.01125,1.12519,6.58247,2.01125,3.49975,63.6,3.3473684210526318,66,3.473684210526316,,,,,,,,,,,,,,,,,,,"Noah Schultz","sa3020949",702273
"Alec Marsh","KCR",0.762758,1.04696,0.383291,4.20388,4.28695,2.3712,0,0.194636,0,9.4848,39.7756,8.68598,4.81558,4.43033,1.22112,2.63422,0.0425713,0.854674,8.16889,7.75135,2.49958,3.10107,1.1587,0.205374,0.066227,0.13914716988801956,0.239371,1.19351,0.277538,0.676815,,,4.18982,0.0964818,0.0450295,999,0,0,1.37447,0,0,3.16738,34.90000000000001,3.877777777777779,36,4,,,,,,,,,,,,,,,,,,,"Alec Marsh","27451",679525
"Tink Hence","STL",0.566135,0.868732,0.44752,4.47893,2.04241,1.77757,0,0,0,9.09293,39.0489,9.06899,4.91868,4.52518,1.21153,3.27552,0.0647901,0.24399,7.6476,7.56944,3.24204,2.33478,1.19915,0.195847,0.0838824,0.11196426302194595,0.255253,1.35759,0.294614,0.697368,,,4.34632,0.0956304,0.0604766,999,1.50574,0.903212,1.34928,1.50574,-0.903212,3.20096,37.90000000000001,4.211111111111112,39,4.333333333333333,,,,,,,,,,,,,,,,,,,"Tink Hence","sa3014709",693311
"Jean Cabrera","PHI",0.954396,1.09198,1.00819,4.91935,2.8967,2.8967,0,0,0,16.7959,73.7022,17.606,9.97887,9.18056,2.42212,6.42087,0.119739,0.799124,11.8468,6.34806,3.44059,1.84505,1.29788,0.160739,0.0871192,0.07362014055252075,0.264823,1.43052,0.290805,0.680755,,,4.88877,0.0948423,0.0861882,999,1.58029,1.60697,1.17867,1.58029,-1.60697,3.42844,57.40000000000002,3.3764705882352954,62,3.6470588235294117,,,,,,,,,,,,,,,,,,,"Jean Cabrera","sa3015433",691893
"Braden Nett","ATH",1.42521,2.13081,1.41875,4.7128,13.7365,3.96908,0,0.686413,0,31.3907,139.911,31.645,17.8669,16.4375,4.05571,15.3514,0.423186,1.56818,26.4958,7.59659,4.40138,1.72596,1.16281,0.189375,0.109722,0.07965332269668579,0.257294,1.49715,0.298455,0.705,,,4.74362,0.0878745,0.0255978,999,2.7524,-0.983579,0.87915,2.7524,0.983579,3.8278,101.99999999999999,3.290322580645161,108,3.4838709677419355,,,,,,,,,,,,,,,,,,,"Braden Nett","sa3020336",804556
"AJ Smith-Shawver","ATL",0.60906,0.837693,0.392869,4.36512,5.68605,1.90529,0,0.56866,0,12.696,53.9927,11.5352,6.69321,6.15775,1.83174,4.96752,0.107057,0.544505,12.9945,9.2116,3.52139,2.6159,1.29849,0.240672,0.0920035,0.14866827428340912,0.237935,1.29984,0.288327,0.703783,,,4.26617,0.0821275,0.0828365,999,1.31781,-0.0148306,1.30124,1.31781,0.0148306,3.26501,52.39999999999999,4.03076923076923,51,3.923076923076923,,,,,,,,,,,,,,,,,,,"AJ Smith-Shawver","29960",700363
"Mike Clevinger",,1.5954,3.71947,2.03197,5.05277,8.26451,7.15049,0,0.245954,0,40.751,178.034,41.4028,24.8678,22.8784,6.53165,16.3515,0.345392,1.69416,31.0813,6.86442,3.61129,1.90082,1.44254,0.174581,0.0918451,0.08273585140705109,0.258786,1.41725,0.284952,0.676538,,,5.02186,0.0808576,0.0510934,999,1.64851,0.962884,0.749538,1.64851,-0.962884,4.00062,118.70000000000005,2.8951219512195134,122,2.975609756097561,,,,,,,,,,,,,,,,,,,"Mike Clevinger","12808",605182
