Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Junior Caminero","TBR",154,665,612,169,101,30,3,36,90,100,43,3,130,4,5,0,,5,3,0.276261,0.065245,0.194898,0.334764,0.32641,0.509655,0.354628,0.836065,0.233395,3.82664,0.295459,-0.0842107,-1.05969,101.021,22.4459,127.952,-1.1439,-0.972933,20.763948559761047,1.2020666003227234,4.58915,14.609999656677246,,,,,,,919,5.967532467,919,5.967532467,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"Austin Riley","ATL",156,672,606,165,98,32,2,33,88,98,52,3,171,9,5,0,,3,2,0.271965,0.077981,0.253942,0.307082,0.336366,0.495376,0.354975,0.831742,0.223411,3.16307,0.323206,-0.0977708,-1.10335,102.274,22.8716,128.284,-1.20112,-3.7283,21.32568335533142,-1.7283023595809937,4.29252,80.44999694824219,,,,,,,915.5,5.868589743,915.5,5.868589743,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"José Ramírez","CLE",157,679,605,160,99,34,3,23,88,85,65,3,82,5,5,0,,38,8,0.263828,0.095447,0.120703,0.790761,0.337438,0.444327,0.337879,0.781765,0.180499,5.83751,0.270615,-0.0928975,3.01434,93.9139,13.6849,118.48,2.92144,-0.308134,17.710930585861206,-0.08313339948654175,4.1946,5.289999961853027,,,,,,,882.7,5.622292993,882.7,5.622292993,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Manny Machado","SDP",151,651,591,156,99,28,0,28,76,87,52,2,128,3,5,0,,11,3,0.263759,0.0806414,0.19652,0.410347,0.32415,0.455686,0.335185,0.779836,0.191927,3.38078,0.290309,-0.58248,-0.114431,88.6173,11.6966,118.936,-0.696911,-1.58822,13.913640916347504,-2.0632182359695435,3.42843,41.52000045776367,,,,,,,804.5,5.327814569,804.5,5.327814569,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Maikel Garcia","KCR",154,665,598,161,111,33,4,13,84,69,57,1,97,1,5,4,,28,7,0.269824,0.0862037,0.145603,0.592048,0.332533,0.402134,0.320885,0.734667,0.13231,6.06753,0.30168,0.737065,1.56331,82.8026,4.22774,102.573,2.30038,3.24746,4.3170952796936035,5.722463846206665,3.36892,80.55000305175781,,,,,,,751.9,4.882467532,751.9,4.882467532,,,,,,,,,,,,,,,,,,,"Maikel Garcia","22715",672580
"Matt Chapman","SFG",156,672,586,137,81,30,2,24,83,81,74,2,170,8,5,0,,11,4,0.233884,0.11007,0.252284,0.436294,0.325251,0.414699,0.32288,0.739951,0.180815,4.34239,0.284865,-0.0980759,-0.486857,84.7622,5.36026,109.161,-0.584933,0.906927,6.711763858795166,3.3069270253181458,3.3125,172.25999450683594,,,,,,,760.9,4.877564102,760.9,4.877564102,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"Rafael Devers","SFG",159,686,592,149,88,30,1,29,88,91,82,3,166,7,5,0,,3,1,0.251344,0.119847,0.241606,0.496043,0.346696,0.455619,0.346956,0.802315,0.204275,2.87301,0.297098,-0.766397,-1.01187,99.9377,18.8815,125.654,-1.77827,1.94265,19.07998514175415,-11.407351851463318,3.12012,64.6500015258789,,,,,,,877.6,5.519496855,877.6,5.519496855,,,,,,,,,,,,,,,,,,,"Rafael Devers","17350",646240
"Jordan Westburg","BAL",143,616,561,144,87,30,2,25,77,82,42,2,140,8,4,1,,6,2,0.256268,0.067959,0.228083,0.297957,0.315299,0.450831,0.329206,0.76613,0.194563,4.26165,0.297421,0.192062,-0.664417,80.8628,8.07766,112.766,-0.472355,-1.23362,8.796074509620667,0.36638426780700684,3.10664,128.10000610351562,,,,,,,734.6,5.137062937,734.6,5.137062937,,,,,,,,,,,,,,,,,,,"Jordan Westburg","27815",676059
"Alex Bregman","CHC",157,679,596,147,98,29,1,19,79,74,70,2,94,8,5,0,,3,1,0.247155,0.102693,0.138153,0.743332,0.332056,0.394802,0.319568,0.726858,0.147647,3.00269,0.263224,-0.792104,-1.0898,83.8196,3.59048,106.292,-1.88191,-0.647333,3.1814464330673218,1.777667224407196,2.81867,123.97000122070312,,,,,,,732.5,4.665605095,732.5,4.665605095,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Royce Lewis","MIN",131,567,516,131,83,27,1,21,66,72,43,1,120,3,4,1,,14,3,0.254804,0.0763278,0.211121,0.361536,0.313818,0.432508,0.322207,0.746327,0.177704,4.32121,0.291274,-0.264532,0.790232,71.2084,4.21294,105.742,0.5257,-0.862295,4.3629374504089355,0.7627051472663879,2.52107,199.8699951171875,,,,,,,655.2,5.001526717,655.2,5.001526717,,,,,,,,,,,,,,,,,,,"Royce Lewis","20437",668904
"Miguel Vargas","CHW",139,602,526,127,80,29,1,17,72,68,64,1,112,6,4,1,,10,2,0.24174,0.106655,0.18625,0.572644,0.329228,0.398044,0.319297,0.727271,0.156304,4.2427,0.274751,-0.0765923,0.114202,74.1815,3.05059,104.238,0.0376095,-2.64293,3.04459448158741,-2.0929336547851562,2.21727,278.8999938964844,,,,,,,658.2,4.735251798,658.2,4.735251798,,,,,,,,,,,,,,,,,,,"Miguel Vargas","20178",678246
"Joey Ortiz","MIL",138,595,538,134,89,29,3,12,71,61,44,1,105,5,4,3,,14,4,0.248373,0.074692,0.176739,0.422612,0.309553,0.380862,0.302159,0.690415,0.132489,5.5113,0.286463,0.555251,0.0827103,65.0403,-5.26355,93.3286,0.637962,-0.956683,-4.066675007343292,5.418317139148712,2.16365,397.8999938964844,,,,,,,588.8,4.266666666,588.8,4.266666666,,,,,,,,,,,,,,,,,,,"Joey Ortiz","25493",687401
"Max Muncy","LAD",107,462,390,87,50,16,1,21,58,58,63,1,113,6,3,0,,3,1,0.224318,0.136704,0.245499,0.55684,0.33817,0.429684,0.335313,0.767855,0.205366,3.13883,0.257558,-1.01984,-0.5787,62.938,8.3491,115.795,-1.59854,-2.84972,7.050140976905823,-1.4997152090072632,2.14051,267.94000244140625,,,,,,,556.6,5.201869158,556.6,5.201869158,,,,,,,,,,,,,,,,,,,"Max Muncy","13301",571970
"Alec Bohm","PHI",141,609,557,150,103,30,2,16,71,69,40,1,98,5,4,3,,4,1,0.270223,0.0660996,0.161063,0.410396,0.323126,0.414235,0.320208,0.737361,0.144011,3.29894,0.301203,-0.302401,-0.71765,75.4947,3.53661,103.327,-1.02005,-3.04847,1.3815149068832397,-1.473473310470581,2.0636,274.1600036621094,,,,,,,671.6,4.763120567,671.6,4.763120567,,,,,,,,,,,,,,,,,,,"Alec Bohm","21618",664761
"Marcelo Mayer","BOS",125,539,489,124,76,29,2,16,65,66,42,1,131,2,4,2,,6,2,0.252838,0.0781631,0.243818,0.32058,0.312671,0.42042,0.317347,0.733091,0.167582,4.3816,0.311252,0.24109,-0.49719,65.5653,1.87828,98.9563,-0.2561,-0.248664,-0.919134795665741,1.8263364136219025,1.99087,370.8699951171875,,,,,,,589.1,4.7128,589.1,4.7128,,,,,,,,,,,,,,,,,,,"Marcelo Mayer","29668",691785
"Caleb Durbin","MIL",141,609,540,130,89,29,0,12,65,62,44,1,75,18,4,3,,28,7,0.241753,0.0726301,0.123206,0.589501,0.31828,0.364016,0.302705,0.682296,0.122263,4.92172,0.259177,0.455194,1.75789,66.8403,-5.11777,93.7022,2.21308,-0.891421,-2.3326213359832764,1.4335790276527405,1.98103,234.7100067138672,,,,,,,604.5,4.287234042,604.5,4.287234042,,,,,,,,,,,,,,,,,,,"Caleb Durbin","29646",702332
"Yandy Díaz","TBR",151,651,577,159,109,31,1,19,79,75,62,2,99,6,5,2,,2,1,0.276015,0.0945708,0.152005,0.622156,0.349289,0.428282,0.338641,0.77757,0.152266,2.49789,0.303066,-0.885458,-1.23107,90.4439,13.5233,116.938,-2.11653,-0.108891,10.880003452301025,-15.283891662955284,1.84188,132.83999633789062,,,,,,,792.6,5.249006622,792.6,5.249006622,,,,,,,,,,,,,,,,,,,"Yandy Diaz","16578",650490
"Addison Barger","TOR",112,483,434,108,63,26,1,18,58,64,40,1,118,4,3,1,,4,2,0.248332,0.0831758,0.244712,0.339892,0.315518,0.436028,0.324345,0.751546,0.187696,3.83569,0.298947,0,-0.47076,61.4975,4.4273,108.577,-0.47076,-0.718269,4.41161847114563,-3.19326913356781,1.8255,212.05999755859375,,,,,,,555.1,4.95625,555.1,4.95625,,,,,,,,,,,,,,,,,,,"Addison Barger","24598",680718
"Jake Burger","TEX",136,588,541,135,81,24,2,29,71,82,35,2,145,8,4,0,,2,2,0.249709,0.0588872,0.246744,0.238657,0.302849,0.459178,0.32607,0.762027,0.209468,2.85852,0.286848,-0.171528,-1.10942,75.69,6.21327,110.567,-1.28095,1.71528,6.041955947875977,-8.984723329544067,1.76952,276.6499938964844,,,,,,,695.8,5.11617647,695.8,5.11617647,,,,,,,,,,,,,,,,,,,"Jake Burger","22275",669394
"Josh Smith","TEX",112,483,420,103,71,21,1,10,56,47,46,1,91,11,3,2,,10,3,0.245072,0.0954254,0.188102,0.507308,0.332966,0.370697,0.31265,0.703662,0.125624,4.76205,0.288825,-0.0232704,0.0572524,56.9113,-0.158838,101.322,0.033982,-0.932887,0.7866340838372707,-0.3078871965408325,1.74983,350.4800109863281,,,,,,,499,4.455357142,499,4.455357142,,,,,,,,,,,,,,,,,,,"Josh Smith","26396",669701
"Josh Jung","TEX",130,560,516,128,83,24,1,19,61,67,33,1,141,5,4,2,,5,2,0.247244,0.0598185,0.251458,0.237886,0.297434,0.410121,0.306195,0.707555,0.162877,3.36966,0.300921,-0.990163,-0.788,63.0491,-3.11922,96.8752,-1.77816,-0.437957,-3.840582013130188,1.5620431900024414,1.73888,320.67999267578125,,,,,,,572.6,4.404615384,572.6,4.404615384,,,,,,,,,,,,,,,,,,,"Josh Jung","26299",673962
"Brooks Lee","MIN",139,602,551,138,93,28,1,16,66,66,41,0,106,3,4,3,,4,2,0.249776,0.0686204,0.175885,0.390144,0.303179,0.389374,0.301887,0.692554,0.139599,3.24477,0.281421,-0.730806,-0.855303,65.6724,-5.45856,91.7446,-1.58611,-2.7992,-7.4435646533966064,3.5508005619049072,1.72162,323.7699890136719,,,,,,,593.1,4.266906474,593.1,4.266906474,,,,,,,,,,,,,,,,,,,"Brooks Lee","31595",686797
"Isaac Paredes","HOU",105,455,390,96,61,19,1,14,55,51,52,1,75,9,3,0,,1,1,0.244733,0.115068,0.164423,0.699828,0.344923,0.407771,0.331205,0.752694,0.163038,2.53653,0.266645,-0.287649,-0.972542,60.4666,6.70481,113.274,-1.26019,-0.40266,5.858121156692505,-5.1276595294475555,1.67699,214.64999389648438,,,,,,,522.1,4.972380952,522.1,4.972380952,,,,,,,,,,,,,,,,,,,"Isaac Paredes","20036",670623
"Eugenio Suárez",,147,637,569,124,72,23,0,29,70,82,53,1,196,11,4,0,,3,2,0.218376,0.0827523,0.307378,0.26922,0.294876,0.412766,0.307149,0.707642,0.19439,2.65562,0.273548,-1.66579,-0.893858,72.2121,-3.05436,95.7038,-2.55965,-1.0936,-5.794182300567627,-0.2185955047607422,1.59056,126.94000244140625,,,,,,,656.8,4.46802721,656.8,4.46802721,,,,,,,,,,,,,,,,,,,"Eugenio Suarez","12552",553993
"Yoán Moncada","LAA",97,420,370,90,57,18,1,15,51,50,41,1,111,5,3,1,,2,1,0.244209,0.0966791,0.263825,0.366451,0.324585,0.417964,0.323395,0.742548,0.173755,3.19065,0.30588,-0.363667,-0.670087,53.1522,3.52595,106.14,-1.03375,-1.82652,2.0058854818344116,-1.3265200853347778,1.54851,601.969970703125,,,,,,,471.9,4.864948453,471.9,4.864948453,,,,,,,,,,,,,,,,,,,"Yoan Moncada","17232",660162
"Ryan McMahon","NYY",115,497,435,93,57,18,1,17,54,56,55,0,153,3,3,1,,3,2,0.213411,0.110049,0.308386,0.356857,0.303372,0.377756,0.300188,0.681128,0.164345,2.81128,0.281727,0.120302,-0.894227,53.5324,-5.19197,92.4605,-0.773925,1.14696,-5.190345406532288,2.921959400177002,1.51807,418.1600036621094,,,,,,,477.6,4.153043478,477.6,4.153043478,,,,,,,,,,,,,,,,,,,"Ryan McMahon","15112",641857
"Jared Triolo","PIT",134,581,510,122,85,25,2,10,65,54,60,1,131,4,4,3,,16,4,0.238944,0.102621,0.225916,0.454243,0.321217,0.353309,0.30024,0.674526,0.114364,5.05898,0.29994,-0.208925,0.811385,62.6047,-6.04496,89.3759,0.60246,-0.76928,-6.7133665680885315,1.6057197451591492,1.45513,406.45001220703125,,,,,,,562.3,4.196268656,562.3,4.196268656,,,,,,,,,,,,,,,,,,,"Jared Triolo","25807",669707
"Ernie Clement","TOR",149,644,599,157,111,32,2,11,70,64,33,0,70,4,5,3,,10,5,0.261299,0.0510674,0.108919,0.468855,0.30222,0.375797,0.295867,0.678017,0.114498,4.39989,0.279161,0.775611,-0.72876,67.1066,-8.98694,88.9594,0.0468512,-2.25986,-8.333314828574657,0.24014496803283691,1.43977,285.4800109863281,,,,,,,603.8,4.052348993,603.8,4.052348993,,,,,,,,,,,,,,,,,,,"Ernie Clement","20352",676391
"Ke'Bryan Hayes","CIN",143,616,560,136,97,25,2,12,66,58,44,0,123,4,4,4,,13,4,0.242505,0.0709791,0.199755,0.355331,0.300465,0.35813,0.290145,0.658594,0.115625,4.77361,0.288786,0.299371,0.163614,61.3268,-11.4583,79.4634,0.462985,4.94487,-14.530527532100677,7.144867658615112,1.3412,461.7699890136719,,,,,,,555.8,3.886713286,555.8,3.886713286,,,,,,,,,,,,,,,,,,,"Ke'Bryan Hayes","18577",663647
"Brett Baty","NYM",99,427,383,95,62,17,1,16,50,51,37,1,105,4,3,0,,3,3,0.249016,0.0875571,0.245687,0.356377,0.319316,0.420796,0.321346,0.740112,0.17178,2.9874,0.299773,-0.136573,-1.11464,53.3277,2.87432,109.019,-1.25122,0.170996,3.3129191398620605,-4.654004260897636,1.31628,251.97000122070312,,,,,,,474.7,4.794949494,474.7,4.794949494,,,,,,,,,,,,,,,,,,,"Brett Baty","26123",683146
"Connor Norby","MIA",117,504,458,110,71,23,1,15,55,58,36,1,133,5,4,1,,9,3,0.240832,0.0724126,0.263144,0.275182,0.301344,0.394617,0.303196,0.695961,0.153785,4.13522,0.302988,-0.382102,-0.331444,55.517,-4.03444,91.943,-0.713546,-1.09063,-5.526370882987976,0.45937252044677734,1.19718,360.1300048828125,,,,,,,503.1,4.3,503.1,4.3,,,,,,,,,,,,,,,,,,,"Connor Norby","29592",681393
"Zach McKinstry","DET",100,434,387,92,61,17,5,9,58,41,37,0,93,4,3,2,,15,4,0.23793,0.0863247,0.214567,0.40232,0.309902,0.377327,0.301732,0.687229,0.139397,7.00566,0.288978,0.679101,0.521295,47.2906,-3.98981,92.1451,1.2004,-2.27035,-2.8175634145736694,-1.070350170135498,1.13052,337.3900146484375,,,,,,,430.9,4.309,430.9,4.309,,,,,,,,,,,,,,,,,,,"Zach McKinstry","19392",656716
"Nolan Arenado","ARI",136,588,537,130,88,27,0,14,61,62,41,0,88,4,4,1,,3,2,0.241235,0.0695698,0.150173,0.463266,0.298229,0.369713,0.293136,0.667942,0.128478,2.68719,0.263769,-0.234578,-1.05437,59.9671,-9.50961,85.4082,-1.28895,0.723878,-11.45802617073059,2.423878014087677,1.07722,431.19000244140625,,,,,,,536,3.94117647,536,3.94117647,,,,,,,,,,,,,,,,,,,"Nolan Arenado","9777",571448
