FG ID,Team,W,L,QS,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,HBP,SO,WAR,ADP,POS,Ottoneu ID,Ottoneu Positions,Name
19403,DET,0.6502619999999999,0.7008599999999999,0.0,14.07976,0.0,0.01698582,1.336198,13.94722,60.34222,12.834119999999999,8.041098000000002,7.189808,2.245292,6.690373999999999,0.6713397999999999,12.558959999999999,-0.0413243,999.0,['RP'],30449,RP,Colin Poche
19407,HOU,1.042894,0.6727979999999999,0.9433768,10.793232,2.049926,0.0,0.669787,18.37826,78.32306,16.57786,9.717178,8.859804,2.858118,7.480408000000001,0.5720356,18.20494,0.11228463999999999,999.0,"['RP', 'SP']",33194,SP,Ronel Blanco
19409,SEA,0.7980304,0.8243457999999999,0.7089292,9.500162,1.971074,0.004641102,0.5461534,16.305699999999998,70.19098,16.13002,8.649196,7.877262,2.333724,5.407020000000001,0.9203728,13.55904,0.0662736,999.0,"['RP', 'SP']",23726,SP/RP,Dane Dunning
19427,TOR,6.685435999999999,5.51554,8.38685,23.15894,17.00122,0.0,0.553861,104.35304,431.4066,98.6373,48.25422,44.21788,12.87584,26.37938,3.638534,96.30834000000002,1.7108759999999998,401.7000122070313,['SP'],23814,SP,Shane Bieber
19444,PIT,3.04699,2.81094,0.0,49.59674,0.0,0.1103826,7.7898819999999995,52.17944,228.7116,48.04728,24.88866,22.865560000000002,5.075618,22.01538,4.790532,53.76798,0.1877782,999.0,['RP'],33419,RP,Yohan Ramirez
19447,BOS,4.256234,3.623156,4.684008,40.11374,9.385390000000001,0.0,0.7685944,80.91646,350.8,78.75684,40.94654,37.574799999999996,8.408128,34.03318,3.6671839999999998,74.49564000000001,0.8137938,999.0,['SP'],22876,RP,Patrick Sandoval
19453,LAA,0.8531218,0.8612986,0.0,11.163304,0.0618624,0.0,0.8741403999999999,11.73262,51.77624,13.32564,7.155866,6.839402,1.925918,3.327322,0.5132734,8.16528,-0.0449108,999.0,['RP'],23687,SP/RP,Shaun Anderson
19454,SEA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.25127,6.000000000000001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.00396345,999.0,['RP'],33200,RP,Michael Rucker
19459,TOR,0.839996,0.879272,0.0,17.56,0.0,0.0,1.36704,18.812,80.4509,17.2156,10.8544,9.98604,3.22537,7.66887,0.823424,18.6542,-0.0109287,999.0,['RP'],22538,RP,Jorge Alcala
19479,ATH,6.597556,8.00874,8.448428,22.83054,22.83054,0.02027538,0.0,125.5824,536.4664,125.9428,72.25338,66.1691,20.418120000000002,40.66276,6.064008,106.155,1.050484,999.0,['SP'],31750,SP/RP,Aaron Civale
