FG ID,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,HBP,SF,WAR,ADP,POS,Ottoneu ID,Ottoneu Positions,Name
12552,CIN,142.6928,605.656,538.9572000000001,125.4214,69.09324,23.22468,0.47419619999999996,32.229479999999995,73.54972000000001,90.4656,50.852419999999995,10.81928,5.301124,1.335938,99.83999633789062,['3B'],9668,3B,Eugenio Suarez
12564,BOS,143.1496,611.0437999999999,560.8438,137.27300000000002,88.31188,27.68508,1.105738,20.170560000000002,71.43884,74.10396,38.75318,6.054898,3.9197480000000002,2.098462,109.58000183105467,['SS'],18153,SS,Trevor Story
12856,TOR,133.9452,578.9416,509.4932,131.46259999999998,82.88398,22.39952,1.968998,24.210060000000002,79.6717,73.11922,58.63428,6.323040000000001,3.71902,2.2904099999999996,93.4499969482422,"['DH', 'OF']",18124,OF,George Springer
12859,ARI,53.6963,204.903,187.9384,43.88777999999999,29.38884,8.654232,0.1330776,5.311640000000001,20.642960000000002,23.07676,11.49774,2.424494,1.571608,0.40457980000000004,999.0,['C'],18424,C,James McCann
12916,NYM,145.79020000000003,636.8838000000001,564.6426,144.79080000000002,90.42344,27.8911,1.146034,24.93028,88.49498,79.25624,56.449560000000005,10.752020000000002,4.89305,4.559948,25.969999313354492,['SS'],18122,SS,Francisco Lindor
12927,TEX,144.23180000000002,621.7836,548.9554,137.371,88.9519,25.157719999999998,2.49539,20.76596,78.31716,72.31461999999999,58.39214,9.132363999999999,4.113556,2.4048559999999997,143.4499969482422,['OF'],18126,OF,Brandon Nimmo
12976,CLE,39.6975,141.40500000000003,126.14080000000001,23.667720000000003,16.929299999999998,4.3467199999999995,0.0222315,2.769476,11.8616,10.944700000000001,11.028739999999999,1.635656,1.081162,0.2859536,999.0,['C'],18207,C,Austin Hedges
12979,DET,94.44316,381.7944,357.32939999999996,82.59935999999999,56.79584,15.06478,1.520198,9.21856,40.02226,40.733900000000006,15.98504,4.618898,2.7741420000000003,0.4920426,743.8499755859375,"['OF', 'SS']",18123,2B/SS/3B/OF,Javier Baez
13066,LAD,134.688,570.4678,523.9268,135.5778,80.90714,26.5984,1.029004,27.043039999999998,72.39174,86.24572,36.8425,5.508408,3.897418,1.9017199999999999,128.19000244140625,['OF'],23651,OF,Teoscar Hernandez
13145,MIN,131.1748,553.537,488.6106,120.07659999999998,77.94038,21.31304,1.010428,19.81268,62.530860000000004,65.87984,56.27566,4.198036,3.745774,0.7608364,657.010009765625,"['DH', '1B']",18152,1B,Josh Bell
13152,NYM,123.9374,519.8426,462.5054,114.1462,71.55132,21.725360000000002,0.1830504,20.68634,62.2633,68.67192,49.07846000000001,3.669664,3.966262,1.6392200000000001,212.69000244140625,"['DH', '2B', 'SS']",13217,2B/3B,Jorge Polanco
13185,MIN,30.660780000000003,120.52739999999999,110.57400000000001,24.87526,17.07372,5.103986,0.04937862,2.648186,11.165379999999999,12.04988,8.038492,0.7625026,1.078294,0.1856978,999.0,"['2B', 'SS']",18433,1B/2B/SS/3B,Orlando Arcia
13301,LAD,107.34779999999999,448.2458,374.8434,83.5208,46.36546,15.5902,1.051018,20.514139999999998,58.79338,61.44372,63.523939999999996,5.9238420000000005,3.8388839999999997,2.245182,240.0099945068359,"['3B', '1B']",18255,3B,Max Muncy
13324,ARI,23.23152,92.99146,85.58736,20.46398,14.679860000000001,3.979978,0.39636659999999996,1.007746,8.987676,8.702,5.09348,0.9353806,0.945067,0.0348201,999.0,"['3B', '1B', '2B']",16191,1B/2B/3B,Ildemaro Vargas
13355,KCR,32.9131,99.051,86.955,18.5535,12.8312,3.71135,0.146577,1.86435,9.70419,9.05568,8.60357,1.30681,0.519653,0.222655,999.0,['C'],27457,C,Luke Maile
